id_aviso,tipo,zona_barrio,precio,superficie,ambientes,dormitorios,banios,antiguedad,cochera,balcon,pileta,fecha_publicacion,latitud,longitud,precio_outlier,superficie_missing
A-762458,Departamento,Villa Urquiza,1221000.0,57.0,2,1,1,14.0,1,0,0,09/05/2024,-34.578922106819334,-58.50262383730634,0,0
A-267749,Departamento,San Telmo,517000.0,46.0,3,2,2,11.0,1,1,0,30/01/2024,-34.61271430078195,-58.368160819694346,0,0
A-365455,Casa,Nuñez,2078000.0,124.0,4,3,2,34.0,0,0,1,22/09/2024,-34.53690600961879,-58.4583024860248,0,0
A-311683,Departamento,Belgrano,654000.0,36.0,2,1,1,35.0,1,1,0,23/09/2024,-34.58300038260654,-58.466742441931515,0,0
A-823161,Departamento,Almagro,932000.0,55.0,3,2,1,3.0,1,1,0,25/07/2025,-34.620603402892094,-58.43303740208979,0,0
A-297656,Departamento,Flores,472500.0,29.0,2,1,1,4.0,0,1,0,03/07/2024,-34.63103456078934,-58.49330048384283,0,0
A-733451,Departamento,Caballito,961000.0,59.0,3,2,1,1.0,1,1,0,25/07/2024,-34.63059337132338,-58.423277331540504,0,0
A-160809,Departamento,Nunez,904000.0,57.0,2,1,1,19.0,0,0,0,10/08/2024,-34.54102744186835,-58.457718330013854,0,0
A-405407,Departamento,Villa Crespo,398000.0,27.0,1,0,1,4.0,0,1,0,03/06/2025,-34.58970638173444,-58.45998685084727,0,0
A-742828,Departamento,Palermo,1025000.0,41.0,2,1,1,0.0,0,1,0,02/02/2025,-34.56382172074766,-58.42597922309216,0,0
A-651114,Ph,Recoleta,1608000.0,67.0,2,1,1,39.0,1,0,0,31/01/2025,-34.57500982977032,-58.42338664311222,0,0
A-718356,Departamento,Almagro,476000.0,51.0,1,0,1,52.0,0,0,0,29/03/2025,-34.60351782099037,-58.42230022773379,0,0
A-257672,Departamento,Villa Urquiza,1146000.0,83.0,3,2,1,8.0,1,1,0,26/06/2024,-34.61354983753153,-58.48882244189287,0,0
A-470425,Departamento,San Telmo,376000.0,36.0,1,0,1,4.0,0,0,0,07/02/2024,-34.59189084402335,-58.38429517655795,0,0
A-778901,Departamento,Villa Urquiza,2317000.0,102.0,5,4,3,9.0,1,1,0,11/02/2024,-34.570008139142274,-58.47665467525773,0,0
A-547612,Departamento,Nuñez,1031000.0,70.0,2,1,1,22.0,0,0,0,19/01/2024,-34.538144469691,-58.47770451066054,0,0
A-342677,Departamento,San Telmo,250000.0,24.0,1,0,1,0.0,0,0,0,25/04/2025,-34.62302586067828,-58.37115937404264,0,0
A-229628,Departamento,Villa Urquiza,626000.0,48.0,2,1,1,10.0,0,1,0,28/07/2025,-34.578328435121705,-58.505352689081334,0,0
A-830385,Ph,Recoleta,1390500.0,45.0,2,1,1,23.0,1,0,1,23/02/2024,-34.59169370165367,-58.40506302958137,0,0
A-647402,Ph,Colegiales,928000.0,58.0,2,1,1,16.0,1,0,1,09/01/2025,-34.57657633456864,-58.465073863294094,0,0
A-812074,Departamento,Caballito,807000.0,52.0,2,1,1,44.0,0,0,0,01/10/2024,-34.612873575458586,-58.437579136142446,0,0
A-594220,Ph,Belgrano,1291000.0,71.0,2,1,1,0.0,0,1,1,17/02/2024,-34.55810964733068,-58.459107468466996,0,0
A-287606,Departamento,Villa Urquiza,897000.0,54.0,3,2,1,42.0,0,0,0,10/08/2024,-34.57533840339432,-58.48493488548642,0,0
A-372550,Ph,Nuñez,1165000.0,56.0,2,1,1,0.0,0,0,0,21/09/2024,-34.53480652493875,-58.48539007706244,0,0
A-449489,Departamento,Recoleta,2180000.0,63.0,4,3,2,2.0,1,0,0,27/11/2024,-34.593839310454015,-58.40470639561826,0,0
A-809285,Ph,Villa Urquiza,760500.0,40.0,2,1,1,2.0,1,0,0,11/01/2024,-34.57525961249076,-58.479646511101,0,0
A-140990,Departamento,Palermo,754000.0,34.0,1,0,1,21.0,0,0,0,28/04/2025,-34.56653929571635,-58.41657285153703,0,0
A-803873,Departamento,Villa Crespo,743000.0,57.0,2,1,1,17.0,0,0,0,14/08/2025,-34.60232607111315,-58.44083186250308,0,0
A-638755,Departamento,Flores,1307000.0,90.0,5,4,3,5.0,0,1,0,17/07/2024,-34.61859092441105,-58.45862187207383,0,0
A-229152,Departamento,Nuñez,470000.0,22.0,1,0,1,27.0,1,1,0,18/07/2025,-34.54343622059563,-58.47672988230972,0,0
A-170219,Ph,Villa Crespo,756000.0,77.0,3,2,1,47.0,1,0,0,13/05/2025,-34.58208976379506,-58.44769081498217,0,0
A-299107,Departamento,Caballito,642000.0,42.0,2,1,1,7.0,1,0,0,12/02/2025,-34.61312912269505,-58.46359258095561,0,0
A-502200,Departamento,Belgrano,1643000.0,90.0,4,3,2,2.0,0,1,0,26/09/2024,-34.563254022614046,-58.463976500354335,0,0
A-943016,Departamento,Flores,512000.0,45.0,2,1,1,1.0,0,0,0,31/05/2025,-34.624029595659124,-58.455002800458125,0,0
A-834133,Departamento,Villa Urquiza,1267000.0,95.0,4,3,2,38.0,0,0,0,01/11/2024,-34.56479945460641,-58.495931741453084,0,0
A-744650,Departamento,Palermo,725000.0,45.0,2,1,1,3.0,0,1,0,10/02/2024,-34.570204572011306,-58.41926367676027,0,0
A-915972,Departamento,San Telmo,538000.0,42.0,2,1,1,1.0,0,1,0,22/12/2024,-34.622706471839315,-58.37458775650246,0,0
A-322347,Departamento,Recoleta,1699000.0,72.0,3,2,2,19.0,0,0,0,01/10/2024,-34.61718540534827,-58.38864093096482,0,0
A-108999,Departamento,Palermo,763500.0,32.0,1,0,1,11.0,0,1,0,23/10/2024,-34.54847930535695,-58.401232187439646,0,0
A-762867,Departamento,Caballito,562000.0,40.0,1,0,1,19.0,1,1,0,15/08/2025,-34.61579539680957,-58.42932443045252,0,0
A-926681,Departamento,Nuñez,1357000.0,81.0,4,3,2,7.0,0,1,0,15/05/2024,-34.54802856052157,-58.4589127997708,0,0
A-153561,Departamento,Caballito,293000.0,29.0,1,0,1,17.0,0,0,0,21/04/2025,-34.62118103808231,-58.45806153453412,0,0
A-978938,Casa,Villa Urquiza,1069000.0,60.0,3,2,2,3.0,1,1,1,05/06/2025,-34.572586691630484,-58.47884618559208,0,0
A-512885,Departamento,Boedo,1540000.0,105.0,5,4,1,17.0,0,0,0,01/07/2024,-34.64092630439482,-58.41721376491269,0,0
A-459065,Departamento,Caballito,642000.0,54.0,3,2,1,18.0,0,0,0,08/01/2025,-34.63674625634175,-58.44841052179537,0,0
A-662187,Ph,Boedo,816000.0,75.0,3,2,1,53.0,0,1,0,25/07/2024,-34.63155912310009,-58.419193717137624,0,0
A-299854,Departamento,San Telmo,1667000.0,84.0,4,3,2,3.0,0,1,0,24/01/2025,-34.60671773053104,-58.36849437163364,0,0
A-751628,Departamento,Villa Crespo,480000.0,38.0,2,1,1,62.0,0,1,0,30/01/2024,-34.59981260636823,-58.42369914597015,0,0
A-992962,Departamento,Almagro,362000.0,33.0,1,0,1,33.0,0,1,0,17/06/2024,-34.58622078316818,-58.399069482128894,0,0
A-744185,Departamento,Belgrano,1702000.0,74.0,4,3,2,1.0,0,1,0,20/02/2025,-34.55573383618651,-58.457227109730816,0,0
A-333255,Departamento,Villa Urquiza,1085000.0,57.0,3,2,1,12.0,0,1,0,29/03/2025,-34.582060649471096,-58.50204993184395,0,0
A-536725,Ph,Nuñez,532000.0,35.0,2,1,1,10.0,1,0,0,25/03/2025,-34.538300059255874,-58.45191159224922,0,0
A-175257,Departamento,Belgrano,640000.0,42.0,2,1,1,4.0,0,0,0,19/05/2025,-34.570511933637924,-58.479532212638716,0,0
A-920608,Departamento,San Telmo,1115000.0,71.0,3,2,1,11.0,0,1,0,28/05/2024,-34.61274804851446,-58.38313484398911,0,0
A-729466,Departamento,Almagro,265000.0,36.0,1,0,1,70.0,0,1,0,14/04/2025,-34.60846546370988,-58.43921352427295,0,0
A-296742,Casa,Villa Urquiza,1554000.0,104.0,4,3,2,4.0,0,0,0,16/04/2025,-34.560715031968556,-58.48844457396744,0,0
A-245236,Departamento,Caballito,979000.0,73.0,3,2,2,24.0,0,0,0,27/07/2025,-34.62801542819508,-58.462545054131645,0,0
A-991017,Departamento,San Telmo,453000.0,43.0,2,1,1,9.0,1,1,0,23/01/2024,-34.62173426125335,-58.373186697188764,0,0
A-154994,Ph,Nuñez,987000.0,45.0,2,1,1,2.0,0,0,0,20/03/2025,-34.54044902392054,-58.45396747278673,0,0
A-103513,Departamento,Flores,2554000.0,132.0,6,5,4,29.0,1,0,0,18/03/2024,-34.601376237156956,-58.457071580421434,0,0
A-338573,Departamento,Recoleta,865000.0,34.0,2,1,1,0.0,0,1,0,24/05/2025,-34.5670044560949,-58.391865434654605,0,0
A-755305,Departamento,San Telmo,587000.0,53.0,3,2,1,0.0,0,1,0,17/11/2024,-34.61389219237447,-58.38570739010472,0,0
A-337334,Departamento,Caballito,1960000.0,97.0,4,3,2,7.0,0,0,0,22/04/2025,-34.6204408143232,-58.42762944002785,0,0
A-522267,Departamento,Almagro,466500.0,23.0,1,0,1,15.0,0,0,0,06/04/2025,-34.61525694377724,-58.411352673415855,0,0
A-974742,Departamento,Boedo,285000.0,21.0,1,0,1,4.0,1,1,0,13/06/2025,-34.63222428250843,-58.4197273968243,0,0
A-821817,Ph,Villa Crespo,698000.0,42.0,2,1,1,23.0,1,0,1,16/01/2024,-34.608107118489826,-58.415455810241944,0,0
A-785331,Departamento,Flores,1395000.0,74.0,3,2,1,2.0,0,1,0,29/01/2025,-34.61737369754839,-58.475217380480245,0,0
A-769553,Departamento,Nuñez,425000.0,35.0,1,0,1,0.0,1,0,0,23/04/2025,-34.54298819813536,-58.45246153321476,0,0
A-929643,Ph,Colegiales,2448000.0,141.0,6,5,4,0.0,1,0,0,03/05/2024,-34.57210766936044,-58.45540148167953,0,0
A-830300,Departamento,Villa Crespo,255000.0,20.0,1,0,1,11.0,1,0,0,20/02/2025,-34.60589342882022,-58.43547435805167,0,0
A-260555,Departamento,Recoleta,733000.0,35.0,2,1,1,1.0,0,1,0,22/01/2024,-34.574846193043314,-58.40025482900351,0,0
A-408970,Departamento,Palermo,931000.0,49.0,2,1,1,11.0,1,0,0,24/04/2025,-34.57025453115122,-58.444370019174066,0,0
A-494916,Departamento,San Telmo,572000.0,38.0,2,1,1,6.0,0,1,0,17/01/2025,-34.64471913183995,-58.37046346908385,0,0
A-458208,Departamento,Recoleta,794000.0,31.0,1,0,1,13.0,0,1,0,03/02/2024,-34.573643881608994,-58.412341919068346,0,0
A-676570,Departamento,San Telmo,1129500.0,37.0,2,1,1,2.0,1,1,0,25/01/2024,-34.62348041292187,-58.36683009870089,0,0
A-614527,Departamento,Belgrano,678000.0,35.0,1,0,1,23.0,0,1,0,11/12/2024,-34.54417465675077,-58.4739371551492,0,0
A-871731,Departamento,Nuñez,869000.0,53.0,2,1,1,40.0,0,1,0,03/01/2024,-34.56872535815346,-58.476311223037605,0,0
A-378016,Departamento,Belgrano,974000.0,45.0,2,1,1,8.0,0,1,0,10/07/2024,-34.590491777260496,-58.450160776755496,0,0
A-612927,Ph,Belgrano,1863000.0,93.0,4,3,1,27.0,1,0,0,14/06/2024,-34.57217179476274,-58.4516288041638,0,0
A-706810,Departamento,Palermo,1249500.0,43.0,1,0,1,22.0,1,0,0,10/09/2024,-34.570466010395286,-58.429948965818596,0,0
A-924329,Departamento,Colegiales,384000.0,26.0,1,0,1,2.0,0,0,0,13/09/2024,-34.56309667473327,-58.43944746031189,0,0
A-555998,Departamento,Villa Urquiza,815000.0,45.0,3,2,1,15.0,0,1,0,01/05/2024,-34.57442991246932,-58.468224276130236,0,0
A-708848,Ph,San Telmo,735000.0,46.0,2,1,1,3.0,1,0,1,01/02/2025,-34.63144062543411,-58.39074033408159,0,0
A-495029,Departamento,Flores,1019000.0,71.0,3,2,2,50.0,1,1,0,27/04/2024,-34.622678959391756,-58.44771837407764,0,0
A-528982,Departamento,Flores,762000.0,66.0,3,2,2,4.0,0,1,0,22/07/2024,-34.62283366556647,-58.44503167756412,0,0
A-386509,Ph,Nuñez,819000.0,59.0,2,1,1,19.0,1,0,0,19/08/2024,-34.528171861771035,-58.46187262784673,0,0
A-812021,Departamento,Recoleta,761000.0,46.0,2,1,1,0.0,0,0,0,15/06/2024,-34.593051316422454,-58.37676838171861,0,0
A-379312,Departamento,Villa Urquiza,561000.0,36.0,1,0,1,0.0,0,0,0,10/02/2025,-34.59102085192985,-58.50201863767514,0,0
A-179922,Departamento,Palermo,1222000.0,70.0,2,1,1,27.0,0,0,0,17/03/2025,-34.59031007314366,-58.43626437334445,0,0
A-334422,Casa,Villa Urquiza,768000.0,61.0,3,2,1,33.0,1,1,0,30/05/2024,-34.5640487157612,-58.485141794620276,0,0
A-282790,Departamento,Belgrano,711000.0,45.0,1,0,1,4.0,1,1,1,30/03/2024,-34.57202587686709,-58.45416990587497,0,0
A-630576,Departamento,Caballito,806000.0,50.0,2,1,1,4.0,0,1,0,08/01/2024,-34.625886566475934,-58.43404111335381,0,0
A-881057,Departamento,Belgrano,507000.0,20.0,1,0,1,0.0,0,1,0,01/04/2024,-34.57137589944646,-58.45930777477639,0,0
A-207070,Departamento,Belgrano,2691000.0,98.0,4,3,3,4.0,0,1,0,23/09/2024,-34.55959498771607,-58.46985448009081,0,0
A-351024,Departamento,Flores,594000.0,54.0,3,2,1,5.0,0,0,0,18/02/2025,-34.619476300040674,-58.436245072442865,0,0
A-195660,Departamento,Flores,1406000.0,114.0,4,3,3,8.0,0,1,0,31/10/2024,-34.614293511285375,-58.450113065427225,0,0
A-505413,Departamento,San Telmo,532500.0,47.0,2,1,1,59.0,0,0,0,04/01/2025,-34.61765209846302,-58.361658198361376,0,0
A-567565,Departamento,Villa Crespo,2074000.0,125.0,6,5,4,11.0,0,0,0,03/02/2025,-34.57537369378554,-58.44578027644387,0,0
A-815897,Departamento,Almagro,840000.0,57.0,3,2,1,4.0,0,1,1,17/04/2024,-34.601703723427036,-58.42708434030167,0,0
A-666827,Departamento,Caballito,454000.0,42.0,1,0,1,6.0,1,1,0,06/01/2025,-34.62434323978682,-58.462111054812645,0,0
A-609377,Departamento,Boedo,690000.0,62.0,2,1,1,1.0,0,0,0,14/03/2025,-34.61233863358756,-58.40939587301633,0,0
A-776672,Ph,Villa Crespo,1474000.0,59.0,2,1,1,5.0,1,1,1,04/03/2024,-34.600566496947756,-58.43089767743931,0,0
A-335845,Departamento,Belgrano,904000.0,61.0,2,1,1,16.0,1,1,0,21/10/2024,-34.55099487614257,-58.460495448579245,0,0
A-729715,Departamento,Belgrano,1474500.0,58.0,2,1,1,3.0,0,0,0,11/02/2024,-34.55084331614314,-58.449946300774634,0,0
A-876717,Casa,Villa Urquiza,1325000.0,83.0,3,2,1,2.0,1,1,0,08/04/2025,-34.578218160521104,-58.49622974335768,0,0
A-305776,Departamento,Villa Urquiza,1317000.0,93.0,4,3,2,4.0,0,1,0,17/05/2025,-34.573591888941664,-58.47817134426778,0,0
A-798511,Departamento,Nuñez,817000.0,44.0,2,1,1,41.0,0,1,0,18/05/2024,-34.53442783983402,-58.44996897906192,0,0
A-481890,Departamento,Caballito,722000.0,49.0,2,1,1,6.0,1,1,0,22/04/2025,-34.629078106131026,-58.42878895197489,0,0
A-531907,Casa,Nuñez,1164000.0,67.0,3,2,2,2.0,1,0,0,11/02/2024,-34.54132563090281,-58.47247439192791,0,0
A-788261,Departamento,Boedo,445500.0,35.0,2,1,1,51.0,0,1,0,07/08/2024,-34.62335424011877,-58.399460596253036,0,0
A-175773,Casa,San Telmo,493000.0,69.0,3,2,2,0.0,1,0,0,14/01/2025,-34.637953462933496,-58.367196326882144,0,0
A-467424,Departamento,Flores,460000.0,46.0,2,1,1,4.0,0,0,0,17/06/2025,-34.62883064229753,-58.470280247099,0,0
A-263427,Departamento,Nuñez,908000.0,64.0,3,2,2,5.0,0,1,0,28/10/2024,-34.54955375107214,-58.46066193417217,0,0
A-915526,Ph,Recoleta,2675000.0,103.0,4,3,2,18.0,1,0,0,07/07/2025,-34.597210558014766,-58.40151193078769,0,0
A-281476,Departamento,Caballito,501000.0,21.0,1,0,1,13.0,1,1,0,20/10/2024,-34.59444662962798,-58.41861388541198,0,0
A-563042,Departamento,San Telmo,756000.0,47.0,2,1,1,3.0,1,1,0,04/04/2025,-34.603711087666255,-58.36880416781781,0,0
A-452072,Ph,Palermo,1055000.0,57.0,2,1,1,0.0,1,0,0,24/02/2024,-34.56839225954171,-58.426117749232795,0,0
A-231609,Ph,Almagro,923000.0,83.0,3,2,1,15.0,0,0,0,24/03/2024,-34.630712127424,-58.423244400361135,0,0
A-668261,Ph,Flores,639000.0,60.0,3,2,1,18.0,0,0,1,19/06/2025,-34.598897239718355,-58.46123341394131,0,0
A-170611,Departamento,San Telmo,1716000.0,88.0,5,4,2,4.0,1,1,0,01/05/2024,-34.580745119330004,-58.384925569842785,0,0
A-590846,Departamento,Recoleta,1338000.0,50.0,3,2,1,4.0,0,1,0,11/01/2025,-34.599454591729895,-58.38464754093612,0,0
A-184388,Ph,Flores,478000.0,43.0,2,1,1,3.0,1,0,0,24/11/2024,-34.63988582959097,-58.48356520951593,0,0
A-699100,Casa,Palermo,1840000.0,102.0,3,2,2,26.0,1,1,0,21/10/2024,-34.5831176834261,-58.43664516916268,0,0
A-330546,Departamento,Caballito,719000.0,41.0,3,2,1,11.0,1,0,0,29/05/2024,-34.62983060803742,-58.420459528005786,0,0
A-809779,Ph,Palermo,852000.0,62.0,2,1,1,22.0,1,0,0,05/02/2025,-34.584387600773496,-58.43382711894067,0,0
A-690613,Departamento,Palermo,1042000.0,56.0,3,2,1,36.0,0,1,0,01/08/2025,-34.58652621965572,-58.41267981510634,0,0
A-585492,Ph,Palermo,940000.0,46.0,2,1,1,0.0,1,0,1,04/09/2024,-34.57995099174495,-58.43741869222427,0,0
A-104177,Departamento,Flores,948000.0,76.0,4,3,2,26.0,0,0,0,05/03/2025,-34.631309524378885,-58.46699220195288,0,0
A-322529,Departamento,Colegiales,1079000.0,66.0,3,2,1,2.0,0,1,0,04/07/2025,-34.57244931404684,-58.448656742121905,0,0
A-561726,Departamento,Colegiales,1329000.0,98.0,5,4,3,0.0,0,1,0,09/05/2024,-34.57802941639148,-58.429971741696534,0,0
A-136935,Departamento,Boedo,998000.0,88.0,5,4,2,1.0,0,1,0,26/09/2024,-34.626242891279354,-58.42169480569429,0,0
A-348697,Departamento,Caballito,476000.0,28.0,2,1,1,18.0,0,1,0,10/11/2024,-34.6200452624643,-58.45063292018349,0,0
A-108723,Departamento,Palermo,737000.0,35.0,2,1,1,1.0,0,1,0,11/07/2025,-34.58911528257128,-58.41040647302794,0,0
A-411530,Departamento,Villa Crespo,1510000.0,73.0,3,2,1,4.0,0,1,0,31/05/2024,-34.6245572191504,-58.45462012883205,0,0
A-919290,Casa,Flores,3711000.0,281.0,8,7,1,8.0,0,0,0,30/09/2024,-34.629647492814925,-58.46616123121621,0,0
A-557537,Departamento,Villa Urquiza,995000.0,61.0,4,3,2,3.0,1,1,0,25/07/2025,-34.58111989867556,-58.49346153752747,0,0
A-160088,Departamento,San Telmo,392000.0,23.0,1,0,1,5.0,0,0,0,28/02/2024,-34.62291234678575,-58.37644699314881,0,0
A-937152,Departamento,Recoleta,1883000.0,100.0,4,3,2,11.0,0,0,0,15/06/2024,-34.57742115428634,-58.39296543649586,0,0
A-393933,Departamento,Almagro,393000.0,29.0,2,1,1,1.0,0,0,0,15/04/2024,-34.61431971408297,-58.41505462839123,0,0
A-450593,Departamento,Boedo,461000.0,39.0,2,1,1,26.0,1,1,0,28/03/2024,-34.628586812715,-58.425296507088085,0,0
A-665086,Departamento,Palermo,1247000.0,85.0,3,2,1,56.0,0,1,0,01/03/2024,-34.568079109607105,-58.42662431056146,0,0
A-139181,Departamento,Flores,301000.0,41.0,3,2,1,15.0,0,1,0,25/11/2024,-34.62443829862838,-58.46136387443308,0,0
A-477357,Departamento,Colegiales,1378500.0,52.0,2,1,1,5.0,0,0,0,25/03/2025,-34.5581304963007,-58.44943115739267,0,0
A-369928,Ph,San Telmo,612000.0,55.0,2,1,1,10.0,1,0,0,19/04/2024,-34.637776984479025,-58.3408307535115,0,0
A-842835,Departamento,Recoleta,2165000.0,82.0,3,2,1,9.0,0,1,0,08/12/2024,-34.592341156826045,-58.39163854333237,0,0
A-873794,Departamento,Recoleta,2077000.0,80.0,4,3,2,31.0,1,1,0,17/06/2025,-34.58542505975545,-58.37409766054332,0,0
A-233491,Departamento,Villa Crespo,222000.0,20.0,2,1,1,30.0,0,0,0,06/08/2024,-34.60640197052546,-58.43108914675681,0,0
A-613159,Departamento,Flores,552000.0,58.0,3,2,1,24.0,1,0,0,02/01/2025,-34.62119634650472,-58.46503662503513,0,0
A-966793,Departamento,Villa Urquiza,271000.0,20.0,1,0,1,33.0,1,0,0,26/01/2025,-34.579792050463304,-58.477662836418226,0,0
A-394210,Departamento,Colegiales,561000.0,35.0,1,0,1,16.0,0,0,0,17/10/2024,-34.5681208567152,-58.42601234896062,0,0
A-938257,Departamento,Recoleta,1086000.0,44.0,2,1,1,4.0,0,1,0,23/08/2024,-34.57542737327156,-58.386098162526984,0,0
A-928707,Departamento,Flores,657000.0,61.0,2,1,1,1.0,0,1,0,25/02/2025,-34.64355726050702,-58.475629432131576,0,0
A-959553,Departamento,Villa Crespo,484000.0,40.0,2,1,1,33.0,1,0,0,02/08/2025,-34.60132626187556,-58.43161314715778,0,0
A-518658,Departamento,Almagro,499000.0,35.0,1,0,1,0.0,1,1,0,29/04/2024,-34.63301955231258,-58.44232407750626,0,0
A-921619,Departamento,Colegiales,655000.0,58.0,3,2,2,25.0,0,1,0,06/05/2024,-34.5737520293815,-58.46269266179073,0,0
A-329633,Departamento,Recoleta,1566000.0,71.0,3,2,1,6.0,0,0,0,04/12/2024,-34.58955497333311,-58.37538537969508,0,0
A-741088,Departamento,Flores,681000.0,49.0,2,1,1,10.0,1,1,0,18/10/2024,-34.63336820634526,-58.46071758729359,0,0
A-935229,Departamento,Colegiales,330000.0,20.0,1,0,1,3.0,1,1,1,11/04/2025,-34.5800030624982,-58.4265436565954,0,0
A-383061,Departamento,Colegiales,757000.0,45.0,3,2,2,19.0,0,1,0,12/06/2025,-34.56731797357222,-58.4341801913057,0,0
A-370369,Departamento,Recoleta,2077000.0,77.0,4,3,2,1.0,0,1,0,05/12/2024,-34.59553303409394,-58.38416005555326,0,0
A-537582,Departamento,Almagro,632000.0,47.0,3,2,1,52.0,1,1,0,29/01/2024,-34.595204976230015,-58.42906576174415,0,0
A-115827,Departamento,San Telmo,757000.0,43.0,3,2,2,11.0,0,0,0,14/03/2024,-34.62822251011764,-58.343961489392704,0,0
A-216651,Departamento,Belgrano,1420500.0,70.0,3,2,1,27.0,0,1,1,26/09/2024,-34.55949166174106,-58.45168597701953,0,0
A-877787,Departamento,Belgrano,525000.0,29.0,1,0,1,12.0,1,1,0,11/01/2024,-34.555011109865404,-58.45398994236702,0,0
A-404898,Departamento,Villa Urquiza,832000.0,37.0,1,0,1,4.0,1,1,0,19/07/2025,-34.57281033992698,-58.49710054335246,0,0
A-829424,Ph,Palermo,698000.0,36.0,2,1,1,54.0,0,0,1,13/07/2025,-34.56915800778858,-58.39216847808739,0,0
A-989051,Departamento,Villa Crespo,568000.0,32.0,1,0,1,7.0,0,1,0,16/04/2024,-34.607817803690786,-58.439280870502664,0,0
A-367388,Departamento,Villa Urquiza,396000.0,20.0,1,0,1,5.0,0,0,1,13/09/2024,-34.59239601894324,-58.49847401672301,0,0
A-673393,Departamento,Caballito,994000.0,62.0,2,1,1,14.0,1,1,0,01/10/2024,-34.618711567060565,-58.42899401203216,0,0
A-592746,Departamento,Belgrano,974000.0,45.0,2,1,1,8.0,0,1,0,05/01/2025,-34.590491777260496,-58.450160776755496,0,0
A-474028,Departamento,Colegiales,521000.0,44.0,2,1,1,20.0,0,1,0,27/04/2025,-34.56134682014032,-58.456313948242574,0,0
A-441765,Casa,Villa Crespo,2272000.0,104.0,4,3,3,7.0,0,0,0,21/10/2024,-34.60258316085131,-58.434711671767936,0,0
A-992487,Departamento,Belgrano,558000.0,31.0,1,0,1,19.0,0,1,0,22/11/2024,-34.55225908484013,-58.44951101342067,0,0
A-428923,Departamento,Belgrano,1156000.0,56.0,4,3,2,6.0,0,0,0,29/04/2025,-34.55620414915615,-58.45256544660295,0,0
A-629397,Departamento,Almagro,1122000.0,68.0,3,2,1,1.0,1,1,0,14/08/2025,-34.61021020835475,-58.439249452149646,0,0
A-334158,Departamento,Villa Urquiza,2279000.0,128.0,6,5,3,4.0,1,0,0,05/02/2025,-34.566556801771455,-58.49535811232748,0,0
A-619546,Casa,Recoleta,1595000.0,81.0,3,2,2,0.0,1,0,0,22/03/2025,-34.59328228220695,-58.36762731091633,0,0
A-691162,Departamento,Caballito,718000.0,38.0,1,0,1,32.0,0,1,0,16/02/2025,-34.613161600366645,-58.44164470578496,0,0
A-753779,Departamento,Palermo,859000.0,54.0,3,2,2,0.0,0,1,0,03/08/2024,-34.578175793979355,-58.41317769489862,0,0
A-370750,Departamento,Colegiales,409000.0,27.0,1,0,1,26.0,0,1,0,08/04/2024,-34.56845996836638,-58.46499028404662,0,0
A-441799,Ph,Belgrano,754000.0,35.0,2,1,1,0.0,1,1,1,12/01/2024,-34.570932300655535,-58.464179264477195,0,0
A-539301,Departamento,Caballito,905000.0,72.0,4,3,2,42.0,0,0,0,23/03/2025,-34.60284223285333,-58.42128309663259,0,0
A-680844,Departamento,Villa Crespo,1546000.0,96.0,5,4,3,32.0,1,1,0,04/09/2024,-34.59699555599128,-58.432991258431194,0,0
A-774759,Departamento,San Telmo,2995000.0,133.0,6,5,4,0.0,1,0,0,15/10/2024,-34.627972034074986,-58.39344948828399,0,0
A-819771,Departamento,Recoleta,1200000.0,55.0,2,1,1,16.0,1,0,0,10/08/2025,-34.590467145172546,-58.400119492564535,0,0
A-680307,Departamento,Villa Urquiza,558000.0,37.0,1,0,1,22.0,0,1,0,30/06/2024,-34.58763524227362,-58.49763045937269,0,0
A-732287,Ph,Villa Urquiza,949000.0,76.0,3,2,1,17.0,1,0,0,02/09/2024,-34.57515538531414,-58.48786503256949,0,0
A-366808,Departamento,Flores,260000.0,31.0,2,1,1,3.0,1,0,0,15/12/2024,-34.619502654317785,-58.45423390476887,0,0
A-653554,Departamento,Flores,1086000.0,69.0,3,2,1,6.0,0,1,0,20/08/2024,-34.64123850038866,-58.46665504348303,0,0
A-971217,Departamento,Caballito,499000.0,34.0,1,0,1,0.0,1,1,0,29/06/2024,-34.606667735143304,-58.4301666253008,0,0
A-122024,Departamento,Almagro,567000.0,35.0,2,1,1,12.0,0,1,0,12/07/2025,-34.61461629949768,-58.41456338120486,0,0
A-668686,Departamento,Caballito,285000.0,20.0,1,0,1,22.0,0,1,0,22/03/2025,-34.61884518445318,-58.44368747806409,0,0
A-309331,Departamento,Caballito,1377000.0,83.0,4,3,2,2.0,1,1,0,20/08/2025,-34.59914294769379,-58.44704007329166,0,0
A-753085,Departamento,Villa Crespo,392000.0,31.0,2,1,1,0.0,0,0,0,15/09/2024,-34.61019191567089,-58.430910629896886,0,0
A-536829,Departamento,Villa Crespo,400000.0,29.0,2,1,1,33.0,0,0,0,21/01/2025,-34.613395451419684,-58.44876130293409,0,0
A-161500,Departamento,Villa Urquiza,387000.0,31.0,1,0,1,2.0,0,1,0,29/06/2024,-34.57167509719198,-58.485969103779006,0,0
A-169541,Departamento,Villa Urquiza,803000.0,52.0,3,2,2,3.0,1,1,0,13/01/2024,-34.57497473399783,-58.484721324067365,0,0
A-472433,Departamento,San Telmo,672000.0,45.0,2,1,1,4.0,0,1,0,07/01/2024,-34.64205757462446,-58.35987917175288,0,0
